Jugador,Equipo,pos1,pos2,pos3,Edad,Valor de mercado (Transfermarkt),Partidos jugados,Minutos jugados,País de nacimiento,Pasaporte,Pie,Altura,Peso,"Duelos aéreos ganados, %",Acciones de ataque exitosas/90,Goles/90,xG/90,Goles de cabeza/90,Remates/90,"Tiros a la portería, %","Goles hechos, %","Duelos atacantes ganados, %",Toques en el área de penalti/90,Faltas recibidas/90,Pases/90,xA/90,Asistencias,Desmarques/90,Jugadas claves/90,Ataque en profundidad/90,Regates/90,"Regates realizados, %"
D. Duarte,Nacional Asunción,CF,,,23,350000,23,1106,Paraguay,Paraguay,derecho,177,77,34.12,1.38,0.24,0.4,0.08,2.12,34.62,11.538,33.96,3.09,1.06,10.58,0.02,0,0.08,0.0,0.33,1.46,38.89
W. González,Sportivo Luqueño,CF,,,30,350000,44,2497,Paraguay,Paraguay,derecho,185,79,41.61,1.69,0.36,0.34,0.14,2.41,44.78,14.925,30.73,2.74,1.48,18.99,0.03,1,0.0,0.18,0.36,0.83,56.52
R. Ruiz Díaz,2 de Mayo,CF,,,26,350000,36,2223,Paraguay,Paraguay,derecho,184,78,34.17,1.13,0.28,0.33,0.04,1.62,35.0,17.5,22.5,2.55,0.93,13.81,0.1,4,0.0,0.36,0.85,0.93,47.83
A. Álvarez,Sportivo Trinidense,CF,AMF,,27,350000,31,1683,Paraguay,Paraguay,derecho,176,73,36.36,2.73,0.11,0.35,0.05,1.82,32.35,5.882,30.68,3.69,1.5,22.46,0.13,3,0.11,0.7,1.66,2.78,53.85
M. Maciel,Antigua GFC,RW,LW,RAMF,25,350000,24,674,Paraguay,Paraguay,izquierdo,162,66,21.43,5.47,0.27,0.13,0.0,3.74,28.57,7.143,30.84,1.47,0.4,21.9,0.08,4,0.4,0.27,0.53,7.34,49.09
S. Díaz,Sportivo Luqueño,CF,RW,LW,27,350000,21,1197,Paraguay,Paraguay,derecho,170,65,26.67,3.31,0.3,0.4,0.0,2.41,40.63,12.5,43.35,1.8,2.18,28.05,0.01,0,0.0,0.08,0.15,3.61,64.58
N. Maná,Deportivo Madryn,RW,CF,RWF,31,325000,35,2004,Argentina,Argentina,derecho,178,73,16.36,3.32,0.09,0.18,0.0,1.8,32.5,5.0,36.64,2.16,1.3,24.75,0.1,1,0.13,0.36,0.63,4.0,46.07
C. Ocampos,Sportivo Ameliano,CF,,,25,300000,30,1769,Paraguay,Paraguay,derecho,185,0,43.08,1.58,0.25,0.33,0.1,2.04,35.0,12.5,25.14,3.97,1.07,17.55,0.08,1,0.0,0.25,0.92,1.27,56.0
A. Contrera,Sportivo Ameliano,RW,LW,,33,300000,25,1541,Paraguay,Paraguay,izquierdo,185,70,26.92,2.69,0.06,0.06,0.0,1.34,34.78,4.348,50.56,1.75,0.99,31.6,0.24,5,0.12,0.47,0.99,1.87,56.25
I. Torres,Sportivo Luqueño,LB,LCMF,LW,34,300000,43,3235,Paraguay,Paraguay,izquierdo,178,81,49.49,1.81,0.0,0.07,0.0,0.7,28.0,0.0,41.07,0.78,0.61,27.29,0.06,1,0.06,0.22,0.28,1.64,50.85
M. Martínez,2 de Mayo,RW,LW,,30,300000,35,2260,Paraguay,Paraguay,derecho,169,64,24.62,2.35,0.04,0.06,0.0,0.88,50.0,4.545,37.25,1.55,1.43,29.47,0.08,1,0.08,0.36,0.48,2.63,54.55
J. Sánchez,Guaraní,RAMF,RW,CF,25,300000,24,1262,Ecuador,Ecuador,derecho,175,0,48.28,1.85,0.07,0.08,0.0,1.0,35.71,7.143,40.24,2.07,1.5,29.38,0.1,1,0.14,0.43,1.0,1.71,41.67
E. López,Olimpia,LW,LAMF,CF,23,300000,33,1569,Paraguay,Paraguay,derecho,176,68,18.18,2.64,0.17,0.16,0.0,1.32,39.13,13.043,35.43,2.47,1.66,26.9,0.1,1,0.06,0.4,1.61,4.07,45.07
D. Torres,Amazonas,AMF,CF,RW,22,300000,32,1891,Paraguay,Paraguay,derecho,179,64,43.28,3.0,0.19,0.11,0.0,1.38,31.03,13.793,42.25,2.52,1.71,31.55,0.09,1,0.29,0.19,0.95,3.43,45.83
L. Comas,Sportivo Luqueño,RW,LW,RAMF,30,300000,40,2094,Argentina,"Argentina, Italy",derecho,172,73,26.32,3.09,0.04,0.08,0.0,1.07,44.0,4.0,43.1,1.42,1.89,19.3,0.14,6,0.09,0.34,0.95,3.27,55.26
I. Díaz,Universidad Católica,LAMF,LW,CF,28,1500000,39,3212,Panama,Panama,derecho,190,80,36.73,2.91,0.59,0.53,0.03,2.69,37.5,21.875,31.93,4.01,0.7,24.8,0.08,3,0.22,0.34,1.65,3.5,43.2
M. Estrada,LDU Quito,CF,AMF,,29,1500000,34,1548,Ecuador,Ecuador,derecho,187,77,47.37,2.7,0.47,0.49,0.12,2.88,30.61,16.327,34.09,4.23,1.88,13.93,0.07,2,0.29,0.47,1.12,3.06,50.0
A. Alvarado,LDU Quito,LWF,LCMF,LW,26,1500000,38,2594,Ecuador,Ecuador,derecho,165,69,33.33,2.42,0.21,0.17,0.07,1.72,30.61,12.245,38.31,2.35,1.51,38.43,0.13,7,0.14,0.56,1.62,2.53,50.0
J. Medina,LDU Quito,CF,,,30,1200000,39,2373,Colombia,Colombia,derecho,180,74,25.0,1.86,0.49,0.39,0.11,2.09,52.73,23.636,29.68,4.48,0.91,17.56,0.12,1,0.04,0.38,1.21,1.37,38.89
L. Hernández,Vinotinto de Ecuador,CF,,,24,1000000,15,544,Venezuela,Venezuela,derecho,181,73,26.32,1.49,0.33,0.32,0.17,2.15,61.54,15.385,11.11,4.14,0.0,10.75,0.01,0,0.0,0.0,0.17,0.5,33.33
B. Oyola,Barcelona,RAMF,AMF,CF,29,1000000,36,2108,Argentina,Argentina,izquierdo,158,56,23.08,5.34,0.0,0.08,0.0,1.45,52.94,0.0,40.46,1.41,1.75,35.52,0.27,6,0.51,0.98,1.54,5.17,53.72
R. López,Vitória,CF,,,31,1000000,37,3124,Uruguay,Uruguay,derecho,191,83,41.38,1.44,0.37,0.38,0.14,2.22,48.05,16.883,26.38,3.11,0.89,10.98,0.05,2,0.09,0.2,0.55,0.78,29.63
J. Cifuente,El Nacional,CF,,,33,850000,23,852,Ecuador,Ecuador,derecho,179,77,28.57,2.11,0.32,0.35,0.0,3.49,30.3,9.091,37.21,4.33,0.32,11.73,0.06,0,0.0,0.21,0.85,1.27,75.0
A. Rodríguez,Independiente del Valle,LW,RAMF,,25,850000,30,1730,Ecuador,Ecuador,derecho,176,72,34.78,4.11,0.26,0.13,0.0,1.35,53.85,19.231,33.01,3.02,1.35,28.14,0.18,3,0.1,0.78,1.51,4.42,47.06
F. Castelli,Emelec,CF,,,30,800000,16,1282,Argentina,Argentina,derecho,183,78,46.15,2.53,0.28,0.16,0.07,1.54,59.09,18.182,44.7,3.3,2.6,13.83,0.08,0,0.0,0.35,0.35,2.18,64.52
M. Hoyos,Independiente del Valle,CF,,,33,750000,37,1594,Argentina,"Argentina, Ecuador",izquierdo,181,78,44.62,2.15,0.56,0.57,0.17,2.77,55.1,20.408,34.31,3.84,1.36,17.16,0.09,2,0.17,0.28,0.45,1.07,47.37
H. Batalla,Delfin,RW,LAMF,LW,27,700000,20,629,Ecuador,Ecuador,derecho,178,67,12.5,2.72,0.29,0.19,0.0,1.0,57.14,28.571,28.07,1.29,1.43,38.06,0.11,0,0.29,0.43,1.43,3.29,47.83
G. Cortéz,Barcelona,CF,AMF,,29,650000,34,1853,Ecuador,Ecuador,derecho,179,70,24.14,2.23,0.44,0.29,0.05,2.91,35.0,15.0,34.27,2.04,1.46,27.83,0.22,5,0.44,0.44,1.51,1.6,42.42
J. Ruiz,Emelec,LAMF,LW,RAMF,31,650000,31,1988,Argentina,Argentina,derecho,169,70,21.74,2.9,0.09,0.15,0.05,1.63,33.33,5.556,39.15,2.31,1.81,28.34,0.06,0,0.18,0.14,0.54,2.67,54.24
F. Mina,LDU Quito,LW,LWF,AMF,26,600000,12,580,Ecuador,Ecuador,derecho,171,68,25.0,3.41,0.0,0.16,0.0,2.64,17.65,0.0,48.28,3.26,2.02,29.17,0.11,0,0.16,0.62,1.71,3.88,56.0
W. Corozo,Emelec,LAMF,LW,RW,26,600000,23,1173,Ecuador,Ecuador,derecho,180,71,24.07,3.76,0.31,0.27,0.0,2.07,44.44,14.815,34.68,2.61,1.3,22.02,0.08,2,0.23,0.38,1.0,4.3,50.0
M. Parrales,Barcelona,CF,,,29,600000,34,2861,Ecuador,Ecuador,derecho,181,68,34.44,1.57,0.53,0.44,0.13,1.92,62.3,27.869,27.07,2.99,1.54,16.52,0.08,3,0.25,0.31,0.94,0.72,30.43
B. Palacios,Universidad Católica,CF,,,30,600000,37,2195,Ecuador,Ecuador,derecho,185,81,46.15,2.42,0.74,0.56,0.12,2.75,52.24,26.866,30.34,4.67,1.03,17.3,0.11,3,0.12,0.49,0.94,1.31,53.13
Renato Ibarra,Independiente del Valle,RW,LAMF,RAMF,34,600000,35,2163,Ecuador,Ecuador,derecho,175,73,54.55,4.37,0.17,0.17,0.0,2.12,29.41,7.843,44.18,2.45,1.75,35.7,0.17,2,0.21,0.71,1.33,3.74,61.11
A. Mina,Aucas,RCMF,RW,RAMF,26,500000,31,2431,Ecuador,Ecuador,derecho,178,74,40.98,2.0,0.07,0.13,0.0,1.07,20.69,6.897,38.03,1.48,0.96,30.62,0.05,1,0.0,0.15,0.74,3.11,51.19
L. Alzugaray,LDU Quito,RWF,RW,RAMF,35,500000,43,2547,Argentina,Argentina,izquierdo,176,69,29.63,2.79,0.39,0.21,0.0,2.5,28.99,15.942,33.92,2.43,1.2,32.32,0.15,6,0.4,0.62,1.52,2.68,48.65
J. Borja,El Nacional,LW,LAMF,CF,31,500000,18,1153,Ecuador,Ecuador,derecho,178,70,36.36,2.97,0.08,0.1,0.0,1.64,52.38,4.762,37.91,1.48,1.8,30.21,0.05,0,0.16,0.08,1.01,2.97,55.26
M. Solís,Emelec,CF,RW,RAMF,31,500000,31,2406,Ecuador,Ecuador,derecho,0,0,27.42,2.66,0.04,0.09,0.0,0.9,41.67,4.167,37.35,2.62,1.01,23.0,0.06,2,0.11,0.49,1.01,3.48,51.61
J. Cazares,Independiente del Valle,RCMF,AMF,CF,33,500000,30,1769,Ecuador,Ecuador,derecho,171,63,28.57,2.49,0.15,0.11,0.0,1.32,38.46,11.538,50.0,1.02,0.61,49.45,0.19,4,0.51,0.61,1.37,1.48,68.97
Robert Burbano,Mushuc Runa,RW,RAMF,,30,450000,25,1972,Ecuador,Ecuador,derecho,180,70,20.59,2.56,0.09,0.07,0.0,0.55,33.33,16.667,31.72,2.28,0.73,26.15,0.2,2,0.09,0.64,1.0,2.83,40.32
O. Rivero,Barcelona,CF,,,33,450000,39,3465,Uruguay,"Uruguay, Spain",derecho,188,82,34.78,1.82,0.52,0.36,0.16,2.34,41.11,22.222,29.7,3.58,1.04,18.0,0.05,2,0.16,0.23,0.81,1.25,43.75
Joaquín Vergés,Mushuc Runa,AMF,CF,,33,400000,25,1262,Uruguay,Uruguay,derecho,169,65,37.84,3.71,0.14,0.22,0.0,4.14,31.03,3.448,42.48,2.35,1.14,27.31,0.28,6,0.21,0.57,1.64,1.93,74.07
N. Servetto,Gimnasia Mendoza,CF,,,29,400000,28,1141,Argentina,Argentina,derecho,181,80,48.67,1.1,0.16,0.32,0.08,2.29,27.59,6.897,20.0,3.31,0.95,18.14,0.03,0,0.0,0.16,0.47,0.87,45.45
S. González,Racing Córdoba,CF,,,30,400000,32,2472,Argentina,Argentina,derecho,178,71,32.12,2.91,0.25,0.25,0.11,1.78,40.82,14.286,33.56,3.6,1.6,21.08,0.13,5,0.07,0.76,0.55,2.77,51.32
R. Briones,Independiente del Valle,LW,LAMF,RW,25,400000,29,1773,Ecuador,Ecuador,derecho,177,70,40.0,4.31,0.15,0.2,0.0,1.98,38.46,7.692,40.56,2.34,2.03,20.76,0.18,3,0.2,0.61,0.81,4.92,51.55
T. Chamba,Emelec,CF,AMF,RCMF,20,350000,17,628,Ecuador,Ecuador,izquierdo,172,72,45.0,1.58,0.14,0.08,0.0,1.29,11.11,11.111,50.0,1.72,3.73,29.38,0.1,1,0.29,0.29,1.0,2.29,37.5
W. Herrera,Orense,CF,LW,LAMF,27,350000,35,2500,Argentina,Argentina,derecho,181,0,41.18,2.81,0.32,0.31,0.04,1.51,47.62,21.429,36.66,3.06,1.94,18.22,0.08,1,0.07,0.25,0.76,3.49,49.48
M. Díaz,LDU Quito,RW,LAMF,LW,23,350000,25,1402,Ecuador,Ecuador,,177,0,27.27,2.82,0.0,0.04,0.0,0.64,20.0,0.0,42.17,1.54,2.18,24.33,0.07,2,0.13,0.19,0.64,3.15,57.14
M. Alonso,Universidad Católica,RW,RWB,LW,31,350000,37,1902,Uruguay,Uruguay,izquierdo,171,71,37.25,5.02,0.14,0.12,0.0,1.85,30.77,7.692,52.69,2.08,0.71,29.67,0.14,4,0.09,0.43,0.9,3.74,56.96
E. Mejía,Universidad Católica,LW,LWB,LB,25,350000,36,2310,Ecuador,Ecuador,izquierdo,0,0,30.56,4.36,0.12,0.15,0.0,1.32,38.24,8.824,47.37,3.23,1.13,31.44,0.08,2,0.04,0.62,0.47,4.29,58.18
L. Mancinelli,Deportivo Cuenca,RAMF,CF,,36,350000,30,2486,Argentina,Argentina,derecho,168,68,20.0,2.46,0.22,0.09,0.07,1.34,43.24,16.216,36.87,1.59,1.48,32.62,0.13,4,0.25,0.54,0.91,1.74,39.58
A. Rodríguez,Deportivo Cuenca,CF,AMF,,29,350000,33,1483,Argentina,Argentina,derecho,170,71,27.87,1.88,0.42,0.38,0.0,1.94,56.25,21.875,32.84,3.76,2.0,22.33,0.07,2,0.18,0.36,1.52,1.58,46.15
D. Valencia,Manta,CF,,,29,325000,34,3186,Ecuador,Ecuador,,0,0,37.25,1.41,0.54,0.34,0.2,1.92,45.59,27.941,29.06,3.28,1.38,17.37,0.05,3,0.08,0.23,0.73,0.59,47.62
G. Asprilla,El Nacional,CF,,,31,300000,13,523,Ecuador,Ecuador,derecho,179,80,34.55,1.55,0.17,0.21,0.0,1.38,25.0,12.5,27.85,3.61,2.75,12.56,0.02,0,0.0,0.34,0.52,2.41,42.86
P. Perlaza,Mushuc Runa,RB,RW,,34,300000,8,585,Ecuador,Ecuador,derecho,181,77,50.0,3.85,0.0,0.06,0.0,0.62,75.0,0.0,50.0,0.77,1.08,23.54,0.15,0,0.0,0.15,0.31,2.46,68.75
R. Celis,Técnico Universitario,LW,CF,AMF,29,300000,19,1273,Venezuela,Venezuela,derecho,178,71,41.18,4.6,0.07,0.34,0.0,2.19,38.71,3.226,46.03,2.9,2.19,29.06,0.2,1,0.07,0.57,1.13,5.02,61.97
R. Luna,Orense,AMF,RAMF,RW,30,300000,29,1513,Argentina,Argentina,izquierdo,178,79,36.0,2.91,0.06,0.12,0.0,1.13,21.05,5.263,35.08,2.32,0.83,40.33,0.09,2,0.24,0.42,1.43,3.81,46.88
L. Pantoja,Imbabura,AMF,CF,RAMF,33,300000,28,2203,Ecuador,Ecuador,derecho,170,68,43.75,2.66,0.25,0.33,0.0,3.23,31.65,7.595,46.71,2.45,1.76,28.31,0.17,3,0.12,0.65,0.78,1.72,59.52
A. Muñoz,Macará,RAMF,RW,LAMF,27,300000,29,2587,Ecuador,Ecuador,derecho,166,60,29.17,3.48,0.21,0.17,0.03,1.11,56.25,18.75,43.2,3.65,1.15,28.84,0.19,4,0.14,0.8,1.11,2.82,48.15
B. Delgado,Mushuc Runa,AMF,LW,RCMF,29,300000,22,1032,Ecuador,Ecuador,,0,0,29.79,2.44,0.0,0.08,0.0,0.61,28.57,0.0,36.19,1.66,1.22,23.81,0.12,0,0.17,0.17,1.05,3.4,48.72
C. Angulo,Técnico Universitario,RB,RW,,24,300000,20,1405,Ecuador,Ecuador,derecho,174,67,65.52,1.92,0.06,0.06,0.06,0.83,38.46,7.692,40.45,1.09,1.86,28.51,0.06,1,0.13,0.13,0.19,1.6,48.0
C. Zambrano,Aucas,CF,LW,AMF,21,300000,28,1154,Ecuador,Ecuador,derecho,183,74,30.0,2.5,0.16,0.15,0.0,1.4,50.0,11.111,33.03,3.12,1.25,24.49,0.17,3,0.08,0.7,0.78,2.89,45.95
J. Lugo,Vinotinto de Ecuador,CF,,,32,300000,27,1550,Ecuador,Ecuador,derecho,0,0,34.12,4.53,0.58,0.59,0.0,3.66,42.86,15.873,32.72,3.19,1.1,16.55,0.33,5,0.23,0.46,1.16,4.18,55.56
J. Charcopa,Mushuc Runa,CF,,,21,300000,17,597,Ecuador,Ecuador,derecho,178,78,24.24,2.86,0.0,0.17,0.0,2.56,35.29,0.0,25.88,1.66,1.21,6.78,0.0,0,0.15,0.0,0.0,3.92,42.31
C. Arboleda,Libertad,LW,RW,,34,300000,33,2533,Ecuador,Ecuador,izquierdo,173,64,30.95,3.48,0.14,0.1,0.0,1.49,28.57,9.524,36.99,1.28,0.43,25.72,0.22,7,0.14,0.71,0.6,2.59,52.05
D. Reasco,El Nacional,CF,,,26,300000,21,1604,Ecuador,Ecuador,derecho,172,71,30.65,1.51,0.45,0.37,0.06,2.36,42.86,19.048,28.89,2.64,0.79,12.85,0.11,2,0.0,0.28,0.67,1.23,36.36
J. Alman,Manta,CF,RAMF,LW,30,300000,17,1458,Ecuador,Ecuador,derecho,188,78,35.9,1.79,0.31,0.27,0.12,1.79,37.93,17.241,31.67,2.84,1.67,19.2,0.07,1,0.0,0.25,0.8,1.85,46.67
L. Estupiñán,Deportivo Cuenca,LWB,LW,LWF,26,300000,35,2068,Ecuador,Ecuador,derecho,170,65,40.74,3.09,0.09,0.12,0.0,1.44,30.3,6.061,41.38,2.31,2.13,26.81,0.13,3,0.17,0.44,0.7,4.09,44.68
J. Ordoñez,Deportivo Cuenca,RW,CF,RAMF,30,300000,27,1662,Ecuador,Ecuador,derecho,182,78,35.42,2.55,0.22,0.36,0.05,2.27,35.71,9.524,37.33,3.36,1.3,16.57,0.03,2,0.0,0.22,0.32,2.49,54.35
